,incident_name,incident_dateonly_extinguished,incident_dateonly_created,incident_acres_burned,incident_longitude,incident_latitude,city,incident_county,incident_id,incident_url
798,Border 9 Fire,2018-01-09,2017-09-07,25,-116.61609,32.59252,Tecate,San Diego,d0b51e42-5558-47c9-8617-34f6f977ab79,https://www.fire.ca.gov/incidents/2017/9/7/border-9-fire/
799,Rattlesnake Fire,2018-01-09,2017-09-07,0,-119.78256,37.73596,Yosemite Valley,Mariposa,e21384c7-8060-4336-9a71-a006330d9939,https://www.fire.ca.gov/incidents/2017/9/7/rattlesnake-fire/
800,Linne Fire,2018-01-09,2017-09-26,74,-120.56068,35.5956,Paso Robles,San Luis Obispo,98bf51ea-bf23-40a3-b95e-4b795baced3e,https://www.fire.ca.gov/incidents/2017/9/26/linne-fire/
801,Pine Fire,2018-01-09,2017-09-11,43,-120.87609,36.17297,King City,Monterey,ed4e06ba-6d17-459a-831a-9b15a9bd116e,https://www.fire.ca.gov/incidents/2017/9/11/pine-fire/
802,Eureka Fire,2018-01-09,2017-09-05,2575,-120.75485,39.75312,Downieville,Plumas,47988f74-d4bd-4ddd-814e-22ebc2ca5ccf,https://www.fire.ca.gov/incidents/2017/9/5/eureka-fire/
803,Shaver Fire,2018-01-09,2017-09-11,10,-119.32109,37.10067,Auberry,Fresno,e1a5b757-2bc1-440f-b3d1-06cd41171775,https://www.fire.ca.gov/incidents/2017/9/11/shaver-fire/
804,Skeleton Fire,2018-01-09,2017-09-12,200,-122.85194,39.44543,Upper Lake,Lake,089f95f8-8834-4cc6-87c7-15cb1aeca7b8,https://www.fire.ca.gov/incidents/2017/9/12/skeleton-fire/
805,Soda Fire,2018-01-09,2017-09-28,143,-121.56858,40.07613,Forest Ranch,Butte,01202971-a157-41f8-91cc-cf7c3b8f9473,https://www.fire.ca.gov/incidents/2017/9/28/soda-fire/
806,Miller Complex,2018-01-09,2017-08-14,39715,-123.218,42.039,Williams,Siskiyou,d43c681d-b57e-47e6-a6ad-e3ed08de9ff7,https://www.fire.ca.gov/incidents/2017/8/14/miller-complex/
807,Skeggs Fire,2018-01-09,2017-09-11,50,-122.3001,37.41591,Woodside,San Mateo,81b26bc7-7d65-4591-9d27-4e698cab4f12,https://www.fire.ca.gov/incidents/2017/9/11/skeggs-fire/
808,Berry Fire,2018-01-09,2017-09-12,995,-121.81623,40.98352,Burney,Shasta,4a015862-8ac1-4c91-aa4c-c9831630b75a,https://www.fire.ca.gov/incidents/2017/9/12/berry-fire/
809,Hole Fire,2018-01-09,2017-09-12,40,-124.01168,41.98128,Harbor,Del Norte,59d6fc84-0d58-4e29-b910-1993dba51b3a,https://www.fire.ca.gov/incidents/2017/9/12/hole-fire/
810,Pacific Fire,2018-01-09,2017-09-12,12,-121.60683,39.44257,Palermo,Butte,ea832344-b0c6-4443-b5f0-457c462d911c,https://www.fire.ca.gov/incidents/2017/9/12/pacific-fire/
811,Slides Fire,2018-01-09,2017-09-12,58,-123.03344,39.42604,Redwood Valley,Lake,ab08cb64-67c4-4e7d-8081-b5574131f755,https://www.fire.ca.gov/incidents/2017/9/12/slides-fire/
812,Buck Fire,2018-01-09,2017-09-12,13417,-123.03583,40.2275,Hayfork,Trinity,7cc06465-bf2a-4df2-a68d-5f330e1cea42,https://www.fire.ca.gov/incidents/2017/9/12/buck-fire/
813,French Fire,2018-01-09,2017-09-17,136,-120.915,38.5758,Shingle Springs,El Dorado,f7a51800-b219-428c-aef0-ee5fa5de4d64,https://www.fire.ca.gov/incidents/2017/9/17/french-fire/
814,Eastman Fire,2018-01-09,2017-09-18,429,-120.015509,37.14624,Madera Acres,Madera,32d7eab5-d948-4be0-af69-b233e311d2b9,https://www.fire.ca.gov/incidents/2017/9/18/eastman-fire/
815,Grape Fire,2018-01-09,2017-09-19,146,-123.1362,39.02482,Talmage,Mendocino,efa1dc61-85e3-4fb6-b6f6-04c3845d9ca6,https://www.fire.ca.gov/incidents/2017/9/19/grape-fire/
816,Corral Fire,2018-04-05,2017-09-19,155,-121.49925,37.63358,Tracy,Alameda,19ada70e-4932-449c-8483-d65685995487,https://www.fire.ca.gov/incidents/2017/9/19/corral-fire/
817,Murphy Fire,2018-01-09,2017-09-19,237,-120.31598,36.24653,Coalinga,Fresno,a8567989-a0c5-4c31-9012-82f99d76129f,https://www.fire.ca.gov/incidents/2017/9/19/murphy-fire/
818,Power Fire,2018-01-09,2017-09-20,48,-120.90462,36.94652,Los Banos,Madera,e7cb239e-7d9e-440d-ba5a-c6881406ce95,https://www.fire.ca.gov/incidents/2017/9/20/power-fire/
819,Huasna Fire,2018-01-09,2017-09-20,245,-120.39387,35.12269,Nipomo,San Luis Obispo,c64e288e-d258-45e0-8357-b7a7289c0b92,https://www.fire.ca.gov/incidents/2017/9/20/huasna-fire/
820,Dexter Fire,2018-01-09,2017-09-20,10,-120.15846,37.76888,Tuolumne City,Mariposa,04b4caff-a62d-465b-b9a7-81986f91c0c3,https://www.fire.ca.gov/incidents/2017/9/20/dexter-fire/
821,32 Fire,2018-01-09,2017-09-25,28,-121.7127,39.8255,Forest Ranch,Butte,cf38fe5e-29ca-498d-bc9c-d3f2fd8ff883,https://www.fire.ca.gov/incidents/2017/9/25/32-fire/
822,Estate Fire,2018-01-09,2017-09-23,55,-122.0041,38.4446,Allendale,Solano,c9009967-c0c1-47d3-b2eb-47b2d7a5da0e,https://www.fire.ca.gov/incidents/2017/9/23/estate-fire/
823,Jasper Fire,2018-01-09,2017-09-26,26,-121.40947,39.03168,Wheatland,Yuba,ab42234a-7930-4636-8af5-3fc11ca8b34d,https://www.fire.ca.gov/incidents/2017/9/26/jasper-fire/
824,Edwards Fire,2018-01-09,2017-09-26,22,-122.169,37.77982,San Leandro,Alameda,c4f61042-d1ef-4d00-956d-785368ee34ca,https://www.fire.ca.gov/incidents/2017/9/26/edwards-fire/
825,Poly Fire,2018-01-09,2017-09-26,105,-120.65279,35.3024,San Luis Obispo,San Luis Obispo,cb3599f6-751d-4072-8db1-6e366ac603c9,https://www.fire.ca.gov/incidents/2017/9/26/poly-fire/
826,Canyon Fire,2018-03-28,2017-09-25,2662,-117.68598,33.8668,Los Serranos,Orange,0176a674-c102-4854-92af-7d09aa3e1430,https://www.fire.ca.gov/incidents/2017/9/25/canyon-fire/
827,Lion Fire,2018-01-09,2017-09-27,18900,-118.48555,36.27138,Three Rivers,Tulare,f2e55878-e387-412b-a067-dadc649bed43,https://www.fire.ca.gov/incidents/2017/9/27/lion-fire/
828,Rucker Fire,2018-01-09,2017-09-29,444,-120.4393,34.67403,Mission Hills,Santa Barbara,f839c34f-de3b-4e79-9b4f-e3502557d32b,https://www.fire.ca.gov/incidents/2017/9/29/rucker-fire/
829,Lakewood Fire,2018-01-09,2017-09-29,40,-118.46734,35.59302,Bodfish,Kern,62a5257e-a841-4f7a-ae19-52aa89570bd9,https://www.fire.ca.gov/incidents/2017/9/29/lakewood-fire/
830,Melba Fire,2018-01-09,2017-09-29,35,-117.10301,33.74925,Homeland,Riverside,58533f37-ed81-4ac4-89e9-b4088684d9e7,https://www.fire.ca.gov/incidents/2017/9/29/melba-fire/
831,Timm Fire,2018-01-09,2017-10-02,100,-121.97233,38.43658,Allendale,Solano,03d74bbd-627c-47af-a2e9-5351e6e16f6a,https://www.fire.ca.gov/incidents/2017/10/2/timm-fire/
832,Ramblin Fire,2018-01-09,2017-10-03,17,-119.87465,37.41231,Mariposa,Mariposa,273d1f78-c432-46c0-8969-26c3f936cc65,https://www.fire.ca.gov/incidents/2017/10/3/ramblin-fire/
833,36 Fire,2018-01-09,2017-10-03,20,-122.24731,40.20077,Red Bluff,Tehama,bc12dbf6-db36-4dcf-86d6-84d3beb14cad,https://www.fire.ca.gov/incidents/2017/10/3/36-fire/
834,Ridge Fire,2018-01-09,2017-10-06,87,-122.576,39.15016,Clearlake Oaks,Lake,2049dbb6-1a87-4d9d-abde-092d35072934,https://www.fire.ca.gov/incidents/2017/10/6/ridge-fire/
835,Jones Fire,2018-01-09,2017-10-08,40,-122.24199,40.70627,Bella Vista,Shasta,6ab80358-cb3c-4e2a-85da-0cd77003fc12,https://www.fire.ca.gov/incidents/2017/10/8/jones-fire/
836,Fort Fire,2018-01-09,2017-10-07,20,-123.24713,38.51937,Monte Rio,Sonoma,fc87e089-36dc-4314-8321-7d91e7eead21,https://www.fire.ca.gov/incidents/2017/10/7/fort-fire/
837,Freeway Fire,2018-01-09,2017-10-08,10,-122.255,40.24789,Red Bluff,Tehama,e3ed6829-5211-436a-8e32-ec617c3ebc83,https://www.fire.ca.gov/incidents/2017/10/8/freeway-fire/
838,Blue Fire,2018-01-09,2017-10-08,20,-123.96844,40.88516,Blue Lake,Humboldt,e2c1718a-40e5-4139-a379-011c77f021bd,https://www.fire.ca.gov/incidents/2017/10/8/blue-fire/
839,Cherokee Fire,2018-02-09,2017-10-08,8417,-121.52966,39.62496,Oroville,Butte,adf929a5-d508-4f69-8845-8fa1df8d4f95,https://www.fire.ca.gov/incidents/2017/10/8/cherokee-fire/
840,Atlas Fire (Southern LNU Complex),2018-02-09,2017-10-08,51624,-122.24367,38.39206,Napa,"Napa, Solano",676946dc-1b38-4a09-9bbe-9ce638cfed52,https://www.fire.ca.gov/incidents/2017/10/8/atlas-fire-southern-lnu-complex/
841,Tubbs Fire (Central LNU Complex),2018-02-09,2017-10-08,36807,-122.62879,38.60895,Calistoga,"Napa, Sonoma",82c2aafa-ef04-49f0-a172-0dfa8a15582e,https://www.fire.ca.gov/incidents/2017/10/8/tubbs-fire-central-lnu-complex/
842,Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),2018-02-09,2017-10-08,56556,-122.5209,38.4041,Kenwood,"Napa, Sonoma",be79d28c-767d-4a0d-b168-e86a5842004f,https://www.fire.ca.gov/incidents/2017/10/8/nuns-adobe-norrbom-pressley-partrick-fires-oakmont-central-lnu-complex/
843,Partrick Fire (Central LNU Complex),2018-01-09,2017-10-08,0,-122.39052,38.31802,Sonoma,Napa,36d55b1a-a2f4-4f40-b57c-48341bb2ace5,https://www.fire.ca.gov/incidents/2017/10/8/partrick-fire-central-lnu-complex/
844,LaPorte Fire (Wind Complex),2018-02-09,2017-10-09,6151,-121.40613,39.39455,Loma Rica,Butte,4ca0e06c-4e6e-4e00-a4a4-6813e3200bd5,https://www.fire.ca.gov/incidents/2017/10/9/laporte-fire-wind-complex/
845,Cascade Fire (Wind Complex),2018-02-09,2017-10-08,9989,-121.4021,39.32198,Loma Rica,Yuba,608ed849-d1ec-4b0d-a477-d1b8e9c7e6dd,https://www.fire.ca.gov/incidents/2017/10/8/cascade-fire-wind-complex/
846,McCourtney Fire (Wind Complex),2018-02-09,2017-10-09,76,-121.08406,39.19325,Grass Valley,Nevada,9a2b8ac1-41f4-4f98-a4e1-9b5ddee37251,https://www.fire.ca.gov/incidents/2017/10/9/mccourtney-fire-wind-complex/
847,Redwood Valley Fire (Mendocino Lake Complex),2018-02-09,2017-10-08,36523,-123.16635,39.24873,Redwood Valley,Mendocino,c229ea5c-2ebd-4f80-892e-fc5da8a1eeea,https://www.fire.ca.gov/incidents/2017/10/8/redwood-valley-fire-mendocino-lake-complex/
848,Point Fire,2018-01-09,2017-10-09,130,-120.52953,38.40234,Pioneer,Calaveras,f30518d1-83ef-440c-8058-d4189bfedab7,https://www.fire.ca.gov/incidents/2017/10/9/point-fire/
849,37 Fire,2018-01-09,2017-10-09,1660,-122.47301,38.14242,Black Point-Green Point,Sonoma,fe6e94d7-7b47-4992-9a52-787e1fad8171,https://www.fire.ca.gov/incidents/2017/10/9/37-fire/
850,Pozo Fire,2018-01-09,2017-10-09,45,-120.44448,35.28738,Santa Margarita,San Luis Obispo,f8ce12e2-e7c1-4922-b584-63e4421d0598,https://www.fire.ca.gov/incidents/2017/10/9/pozo-fire/
851,Tank Fire,2018-01-09,2017-10-26,50,-118.56578,35.21556,Bear Valley Springs,Kern,fb042e0f-1aab-4ac4-9d09-947c9b9f14b6,https://www.fire.ca.gov/incidents/2017/10/26/tank-fire/
852,Sulphur Fire (Mendocino Lake Complex),2018-02-09,2017-10-08,2207,-122.64543,39.01387,Clearlake Oaks,Lake,0f32c2db-7d28-4cf6-85b8-44b53899c8eb,https://www.fire.ca.gov/incidents/2017/10/8/sulphur-fire-mendocino-lake-complex/
853,Lobo Fire (Wind Complex),2018-02-09,2017-10-09,821,-121.12792,39.24549,Grass Valley,Nevada,29c37ab7-3af9-458f-b6d3-72023a8c1046,https://www.fire.ca.gov/incidents/2017/10/9/lobo-fire-wind-complex/
854,Honey Fire,2018-01-09,2017-10-09,150,-121.67261,39.74679,Paradise,Butte,579d5d2a-0e51-4058-92c7-37abd7fe4aad,https://www.fire.ca.gov/incidents/2017/10/9/honey-fire/
855,Canyon 2 Fire,2018-04-05,2017-10-09,9217,-117.70975,33.87041,Los Serranos,Orange,969c721c-5f27-41d4-9a94-ffa12e351204,https://www.fire.ca.gov/incidents/2017/10/9/canyon-2-fire/
856,Wildomar Fire,2018-01-09,2017-10-26,866,-117.34192,33.60247,Lakeland Village,Riverside,561d4f1b-0827-48a9-8034-e783d2761945,https://www.fire.ca.gov/incidents/2017/10/26/wildomar-fire/
857,Tehama Fire,2018-01-09,2017-10-26,194,-121.91425,40.02261,Los Molinos,Tehama,09425074-8348-4fbc-b95d-4939750f9345,https://www.fire.ca.gov/incidents/2017/10/26/tehama-fire/
858,Silver Fire,2018-01-09,2017-10-11,58,-119.2288,36.7528,Squaw Valley,Fresno,46d1ec10-be8e-474a-b98f-ba7cd3521ccd,https://www.fire.ca.gov/incidents/2017/10/11/silver-fire/
859,Pocket Fire (Central LNU Complex),2018-02-09,2017-10-09,17357,-122.90939,38.76549,Cloverdale,Sonoma,0de36981-b31f-45c7-befd-1596f982e7db,https://www.fire.ca.gov/incidents/2017/10/9/pocket-fire-central-lnu-complex/
860,Bear Fire,2018-01-09,2017-10-16,391,-122.07012,37.18356,Boulder Creek,Santa Cruz,b3627eac-9f2f-482a-81a6-681e60b5b24a,https://www.fire.ca.gov/incidents/2017/10/16/bear-fire/
861,Wilson Fire,2018-01-09,2017-10-17,50,-118.05545,34.22551,Sierra Madre,Los Angeles,dcd7fb2e-3a4f-427e-9b13-1d2bcb0e8ac6,https://www.fire.ca.gov/incidents/2017/10/17/wilson-fire/
862,River Fire,2018-01-09,2017-10-14,148,-123.51619,40.46836,Hayfork,Trinity,eb8b50ba-b6bc-4668-b3f1-dcdbfbe71b17,https://www.fire.ca.gov/incidents/2017/10/14/river-fire/
863,Quarry Fire,2018-01-09,2017-10-12,183,-118.76152,35.19008,Arvin,Kern,ec27a3bd-959b-48f3-872e-2c87047dbae2,https://www.fire.ca.gov/incidents/2017/10/12/quarry-fire/
864,Wilson Fire,2018-01-09,2017-10-15,25,-116.50897,33.18716,Julian,San Diego,d720af5d-af7c-4052-92b3-fced863cb675,https://www.fire.ca.gov/incidents/2017/10/15/wilson-fire/
865,Garden Fire,2018-01-09,2017-10-10,19,-121.13737,39.06414,Lake of the Pines,Nevada,11392e98-1571-4405-8f9c-d347caca28ce,https://www.fire.ca.gov/incidents/2017/10/10/garden-fire/
866,Ice Fire,2018-01-09,2017-10-10,29,-120.46234,38.77921,Pollock Pines,El Dorado,0e9f14ae-01d5-4fbe-85a0-d0967233dc90,https://www.fire.ca.gov/incidents/2017/10/10/ice-fire/
867,Portola Fire,2018-01-09,2017-10-10,23,-117.02132,33.50488,Temecula,Riverside,61e9a1f4-a263-47a0-93ee-64b52ebd92a9,https://www.fire.ca.gov/incidents/2017/10/10/portola-fire/
868,Meyers Fire,2018-01-09,2017-12-05,34,-117.40625,34.21829,Muscoy,San Bernardino,c5783ba0-227e-4ff6-9d7d-61532ccd469b,https://www.fire.ca.gov/incidents/2017/12/5/meyers-fire/
869,Little Mountain Fire,2018-01-09,2017-12-05,260,-117.33334,34.16564,Muscoy,San Bernardino,eb87224a-f7da-4432-84ca-03a706ee3bac,https://www.fire.ca.gov/incidents/2017/12/5/little-mountain-fire/
870,Extension Fire,2018-01-09,2017-10-23,50,-117.00589,33.8826,Beaumont,Riverside,33bf7f90-edd9-4bf7-a079-561d5dad25c9,https://www.fire.ca.gov/incidents/2017/10/23/extension-fire/
871,Freeway Fire,2018-01-09,2017-10-24,40,-117.4982,34.13534,Fontana,San Bernardino,50bd55cc-7c58-462d-a919-923b4bdcca15,https://www.fire.ca.gov/incidents/2017/10/24/freeway-fire/
872,Rolling Fire,2018-04-03,2017-10-15,184,-118.701,35.3091,Arvin,Kern,733028fc-bf0a-4737-878b-78a29c9ee2ee,https://www.fire.ca.gov/incidents/2017/10/15/rolling-fire/
873,Lynch Fire,2018-01-09,2017-10-13,73,-120.96514,35.78616,Lake Nacimiento,San Luis Obispo,92a8a466-061b-430a-87f9-3b5192947578,https://www.fire.ca.gov/incidents/2017/10/13/lynch-fire/
874,Table Fire,2018-01-09,2017-10-13,426,-120.287,38.848,Tahoma,El Dorado,2725461a-6ad1-43fd-8b83-5e219df4d558,https://www.fire.ca.gov/incidents/2017/10/13/table-fire/
875,Long Fire,2018-01-09,2017-10-14,100,-122.57487,39.0199,Clearlake,Lake,a7ecc679-7fbc-4370-9a55-8e17bf262a2e,https://www.fire.ca.gov/incidents/2017/10/14/long-fire/
876,Oakmont Fire (Central LNU Complex),2018-04-05,2017-10-14,100,-122.58152,38.46123,Kenwood,Sonoma,3f481060-1106-4857-8ac3-374a68763922,https://www.fire.ca.gov/incidents/2017/10/14/oakmont-fire-central-lnu-complex/
877,Pressley Fire (Central LNU Complex),2018-01-09,2017-10-09,0,-122.64001,38.36685,Rohnert Park,Sonoma,15b21d31-eadf-47bb-a030-20c531b3077b,https://www.fire.ca.gov/incidents/2017/10/9/pressley-fire-central-lnu-complex/
878,York Fire,2018-01-09,2017-10-15,31,-121.80377,36.5858,Del Rey Oaks,Monterey,c58da6fd-a2e2-4706-9a2e-ee03884c714d,https://www.fire.ca.gov/incidents/2017/10/15/york-fire/
879,Fallon Fire,2018-01-09,2017-10-17,116,-121.85663,37.7393,Pleasanton,Alameda,e8c7f247-bc31-4e5b-bf71-fe903366d9e5,https://www.fire.ca.gov/incidents/2017/10/17/fallon-fire/
880,Buffalo Fire,2018-01-09,2017-10-17,1088,-117.402445,33.402411,Camp Pendleton North,San Diego,081c7307-b328-4b64-869a-dce8718bab11,https://www.fire.ca.gov/incidents/2017/10/17/buffalo-fire/
881,Milton Fire,2018-01-09,2017-10-18,13,-120.84748,37.89532,East Oakdale,Stanislaus,6418a3f5-8f76-4b47-9a46-64af91838857,https://www.fire.ca.gov/incidents/2017/10/18/milton-fire/
882,Rye Fire,2018-01-18,2017-12-05,6049,-118.58188,34.45283,Valencia,Los Angeles,1e11fa40-e850-45d2-b65e-05aadc9f02f1,https://www.fire.ca.gov/incidents/2017/12/5/rye-fire/
883,Creek Fire,2018-08-06,2017-12-05,15619,-118.35863,34.31283,San Fernando,Los Angeles,a245b55b-3eb7-49dd-9a5e-909d53854055,https://www.fire.ca.gov/incidents/2017/12/5/creek-fire/
884,Thomas Fire,2018-01-12,2017-12-04,281893,-119.09124,34.41521,Santa Paula,"Santa Barbara, Ventura",d28bc34e-73a8-454d-9e55-dea7bdd40bee,https://www.fire.ca.gov/incidents/2017/12/4/thomas-fire/
885,Riverdale Fire,2018-01-09,2017-12-04,40,-117.4764,33.96514,Pedley,Riverside,c425ed8d-1aab-44c8-bc03-39675ad2b0d2,https://www.fire.ca.gov/incidents/2017/12/4/riverdale-fire/
886,Roser Fire,2018-01-09,2017-11-02,43,-122.28165,39.81517,Orland,Tehama,eadd73be-51ab-4078-91cc-04784be3f17f,https://www.fire.ca.gov/incidents/2017/11/2/roser-fire/
887,Chris Fire,2018-01-09,2017-11-13,370,-119.48284,38.46111,Bridgeport,Mono,23353f29-33d4-4a7b-b78e-66bc761a55c8,https://www.fire.ca.gov/incidents/2017/11/13/chris-fire/
888,Loma Fire,2018-01-09,2017-10-13,81,-117.46709,33.38613,San Clemente,San Diego,d12bbce8-5acb-43ef-a259-4fbaf90d32ff,https://www.fire.ca.gov/incidents/2017/10/13/loma-fire/
889,Palm Fire,2018-01-09,2017-11-14,40,-116.50151,33.90327,Garnet,Riverside,60d9b4f4-7b48-4820-9adc-5be0b4353a5c,https://www.fire.ca.gov/incidents/2017/11/14/palm-fire/
890,Vista Fire,2018-01-09,2017-10-24,86,-119.30918,34.34949,Oak View,Ventura,fc8f89b5-988a-4a23-b9e3-333cc690363e,https://www.fire.ca.gov/incidents/2017/10/24/vista-fire/
891,Soda Fire,2018-01-09,2017-10-20,21,-120.00353,35.41112,Lost Hills,San Luis Obispo,494792db-3107-4323-b176-fde4c58cd647,https://www.fire.ca.gov/incidents/2017/10/20/soda-fire/
892,Bitterwater Fire,2018-01-09,2017-11-25,47,-121.00391,36.38109,King City,San Benito,c265dfe8-6217-4a0d-9ea9-37be3b38baef,https://www.fire.ca.gov/incidents/2017/11/25/bitterwater-fire/
893,Church Fire,2018-01-09,2017-10-21,100,-116.37345,32.64962,Campo,San Diego,773795d8-5801-4f7c-a2fe-3f8d0ae18f51,https://www.fire.ca.gov/incidents/2017/10/21/church-fire/
894,Oak Fire,2018-01-09,2017-11-29,99,-116.940661,34.035344,Cherry Valley,San Bernardino,666b3951-76ce-4351-abc6-3e0518d44901,https://www.fire.ca.gov/incidents/2017/11/29/oak-fire/
895,Lilac Fire,2018-01-09,2017-12-07,4100,-117.163,33.3237,Bonsall,San Diego,fc4fcd00-8eee-43e5-b77f-bbd0c1669744,https://www.fire.ca.gov/incidents/2017/12/7/lilac-fire/
896,Liberty Fire,2018-01-09,2017-12-07,300,-117.14979,33.59257,Murrieta Hot Springs,Riverside,e1a8e4f1-ba7c-431a-a8c4-069fa3d3d36c,https://www.fire.ca.gov/incidents/2017/12/7/liberty-fire/
897,Longhorn Fire,2018-01-09,2017-12-13,19,-116.91023,33.88994,Banning,Riverside,d3f8db86-9947-4a4e-9113-0d7e4806417f,https://www.fire.ca.gov/incidents/2017/12/13/longhorn-fire/
898,Skirball Fire,2018-01-23,2017-12-06,422,-118.48178,34.09454,"Westwood, Los Angeles",Los Angeles,2aad53ef-d6c3-43dc-92e6-b2f9881ff161,https://www.fire.ca.gov/incidents/2017/12/6/skirball-fire/
899,Drum Fire,2018-01-09,2017-12-16,14,-120.27077,34.71796,Los Alamos,Santa Barbara,64779f92-8353-4187-ae56-2b83eb66d7ca,https://www.fire.ca.gov/incidents/2017/12/16/drum-fire/
900,Coast Fire,2018-01-09,2017-12-14,14,-120.414875,34.605358,Lompoc,Santa Barbara,2fa6f5ce-1c5b-4147-9f1f-9beb01c499af,https://www.fire.ca.gov/incidents/2017/12/14/coast-fire/
901,Riverbottom Fire,2018-01-09,2017-12-21,45,-117.38417,33.9885,Rubidoux,Riverside,e32c7957-8f4f-4ec1-a0f6-98085a2a7e89,https://www.fire.ca.gov/incidents/2017/12/21/riverbottom-fire/
902,Holiday Fire,2018-01-09,2017-12-28,80,-119.61865,38.869036,Gardnerville Ranchos,El Dorado,d20645f2-81b9-450f-abc1-433b81bd7fea,https://www.fire.ca.gov/incidents/2017/12/28/holiday-fire/
903,Haycamp Fire,2019-01-03,2018-02-07,50,-121.28185,35.96689,King City,Monterey,9d0be6f9-d61b-467d-be68-c8a48c0cf930,https://www.fire.ca.gov/incidents/2018/2/7/haycamp-fire/
904,Pleasant Fire,2019-01-03,2018-02-18,2070,-118.50235,37.40208,West Bishop,Inyo,3d866877-330a-4a14-b5bd-48675955af64,https://www.fire.ca.gov/incidents/2018/2/18/pleasant-fire/
905,Grant Fire,2019-01-04,2018-05-14,12,-121.6039,37.73835,Mountain House,Alameda,f78b2acd-fff2-413a-93d6-8479e138120b,https://www.fire.ca.gov/incidents/2018/5/14/grant-fire/
906,Patterson Fire,2019-01-04,2018-05-17,1261,-117.05992,33.62924,Winchester,Riverside,693a86e6-8985-4e70-8ba8-869786ff538b,https://www.fire.ca.gov/incidents/2018/5/17/patterson-fire/
907,Tyler Fire,2019-01-03,2018-04-15,15,-116.164058,33.711263,Coachella,Riverside,8b34406c-93b7-4a40-a832-2fc525876e59,https://www.fire.ca.gov/incidents/2018/4/15/tyler-fire/
908,Santa Cruz Fire,2019-01-03,2018-03-27,258,-119.76576,34.0232,Isla Vista,Santa Barbara,f87005f7-c31b-4135-989a-ee5611626b3c,https://www.fire.ca.gov/incidents/2018/3/27/santa-cruz-fire/
909,Rock Fire,2019-01-03,2018-03-27,11,-121.77419,40.4635,Shingletown,Shasta,958c8ac0-6111-4d29-b5ac-8ca0e7a2f484,https://www.fire.ca.gov/incidents/2018/3/27/rock-fire/
910,Meadow Fire,2019-01-03,2018-04-09,21,-117.48144,33.86439,Home Gardens,Riverside,9a49cf24-0e41-4817-b0d0-966e7b5c7e77,https://www.fire.ca.gov/incidents/2018/4/9/meadow-fire/
911,Volcan Fire,2019-01-04,2018-05-10,12,-116.58759,33.12213,Julian,San Diego,81cf4d22-336d-4035-b2c3-5b5a8cf2fcc2,https://www.fire.ca.gov/incidents/2018/5/10/volcan-fire/
912,Shastina Fire,2019-01-04,2018-05-09,127,-122.48556,41.65935,Montague,Siskiyou,e84f2881-743c-4e36-863d-ddb37c2540d3,https://www.fire.ca.gov/incidents/2018/5/9/shastina-fire/
913,Lago Fire,2019-01-03,2018-04-22,18,-117.16232,33.88744,Lakeview,Riverside,fb8c9354-384c-45ab-b209-4a0f6d234516,https://www.fire.ca.gov/incidents/2018/4/22/lago-fire/
914,French Fire,2019-01-04,2018-04-26,20,-120.18499,39.89075,Portola,Plumas,508b3f52-3a8e-4572-99a9-73c28bbdfbef,https://www.fire.ca.gov/incidents/2018/4/26/french-fire/
915,Happy Fire,2019-01-04,2018-05-17,60,-120.18236,34.74245,Los Alamos,Santa Barbara,1a08a7d9-47b2-42ba-94c1-a2e15415b887,https://www.fire.ca.gov/incidents/2018/5/17/happy-fire/
916,Jacques Fire,2019-01-04,2018-05-09,18,-117.27467,33.40178,Fallbrook,San Diego,f96cf1fb-78d6-4763-a754-23aac25a3b96,https://www.fire.ca.gov/incidents/2018/5/9/jacques-fire/
917,Alpha Fire,2019-01-04,2018-05-04,300,-117.502405,33.389425,San Clemente,San Diego,32708961-025a-4bf7-88c1-8cd91bbc3cce,https://www.fire.ca.gov/incidents/2018/5/4/alpha-fire/
918,Nees Fire,2019-01-04,2018-05-02,1756,-120.77206,36.85156,South Dos Palos,Merced,92c441f3-4729-4ba5-890f-fb7693725275,https://www.fire.ca.gov/incidents/2018/5/2/nees-fire/
919,Tornado Fire,2019-01-04,2018-05-04,70,-117.148204,33.504964,Temecula,Riverside,57ef80d4-4674-4a3a-9fd6-3f1d792a1953,https://www.fire.ca.gov/incidents/2018/5/4/tornado-fire/
920,Woodchuck Fire,2019-01-04,2018-05-04,15,-117.003829,33.467999,Aguanga,Riverside,08a9481d-8742-4256-a419-2a59196e0a8d,https://www.fire.ca.gov/incidents/2018/5/4/woodchuck-fire/
921,Moffat Fire,2019-01-03,2018-04-19,1265,-118.08449,36.71537,Lone Pine,Inyo,a339b368-ec58-463e-9a26-9af37c938f49,https://www.fire.ca.gov/incidents/2018/4/19/moffat-fire/
922,Grape Fire,2019-01-03,2018-04-24,0,-123.55012,40.70258,Willow Creek,Humboldt,d6753341-5c6f-4530-9c02-25974496ddc8,https://www.fire.ca.gov/incidents/2018/4/24/grape-fire/
923,Main Fire,2019-01-04,2018-04-28,73,-117.32281,33.67815,Lake Elsinore,Riverside,8e840df1-b34b-44fd-8ade-0350a0113a81,https://www.fire.ca.gov/incidents/2018/4/28/main-fire/
